query	title	neg_title
水利水电工程施工新技术	水利水电工程中地基施工新技术研究水利水电,工程施工,地基施工,新技术研究	"水利水电工程施工中的新技术应用和环境保护分析水利水电工程,新技术应用,环境保护
"
格列齐特联合用药	盐酸二甲双胍缓释片联合磷酸西格列汀片治疗2型糖尿病的临床效果2型糖尿病,盐酸二甲双胍缓释片,磷酸西格列汀片,格列齐特缓释片	"2型糖尿病患者使用口服类降糖药情况的分析2型糖尿病,口服类降糖药,合理用药
"
瓦房店六二六中医医院  李岩	老年人上消化道出血的病因分析及消化内科诊治方法老年患者,上消化道出血,诊治,消化内科	老年人上消化道出血的病因分析及消化内科诊治方法老年患者,上消化道出血,诊治,消化内科
新疆医科大学学报	医学期刊中的零被引论文特征分析——以《新疆医科大学学报》为例零被引,期刊评价,医学期刊	新疆某三甲医院非惩罚性上报制度下护理人员主动上报不良事件的分析新疆,非惩罚性,上报制度,护理人员,不良事件,现况分析
老年跌倒流行病学	老年人视功能损害与跌倒相关性的研究进展老年人,视功能损伤,跌倒,预防	活血化瘀类中药在颈动脉粥样硬化临床治疗中的应用进展颈动脉粥样硬化,活血化瘀,临床治疗
微量营养素	微量营养素对免疫功能影响的研究进展微量营养素,维生素,免疫系统	微量营养素对儿童保健及疾病预防的作用探讨微量营养素,儿童保健,疾病预防,作用
国际工程项目管理的发展	国际工程项目管理的发展趋势与应对策略探讨国际工程,项目管理,市场经济	国际工程项目管理发展新趋势国际工程,项目管理,承包模式,发展趋势
扑热息痛制备	基础实验项目开发——扑热息痛片的制备扑热息痛片,乙酰氨基酚,干淀粉,崩解时限	扑热息痛与β-环糊精包合物的热分解动力学和包合结构的研究扑热息痛,β-环糊精,主-客体相互作用,包合结构
听力障碍 共识	遗传性耳聋基因变异筛查技术专家共识遗传性耳聋,基因变异筛查,专家共识	武汉市新生儿听力与耳聋基因联合筛查模式的建立联合筛查,耳聋基因,听力筛查
宪法 人民主权	论宪法的人民主权原则宪法,人民主权,原则	西方宪政思想中的人民主权与限权政府--美国宪法价值目标和宪政模式赖以设计的理论基础人民主权,限权政府,洛克
((银行业) 关键词:并购 ) 关键词:中国	银行规模、并购经验与银行绩效并购经验,银行绩效,曼奎斯特指数,银行规模	"试议财务人员境外并购中的角色定位财务,并购,角色定位
"
软体夹持器	基于树蛙脚掌湿黏附的仿生手术夹钳表面研究树蛙,仿生表面,液膜均匀碎化,湿摩擦,手术夹钳	一种气动软体手爪熔模铸造工艺研究气动,软体手爪,制造工艺,熔模铸造
企业财务风险控制分析	试分析企业财务管理风险控制之人性化管理企业,财务管理,风险控制,人性化管理	试分析企业财务管理风险控制之人性化管理企业,财务管理,风险控制,人性化管理
(毛泽东经济) Date:1990-2021	毛泽东经济发展思想探析毛泽东,经济,发展,社会主义建设	毛泽东对新中国中央与地方经济关系的探索毛泽东,中央与地方,经济关系
纳米 硅铝凝胶	新型纳米双孔硅铝分子筛的溶胶——凝胶法合成及表征纳米硅铝分子筛,双孔,溶 胶-凝胶	添加三甲基乙氧基硅烷制备耐高温硅/铝复合气凝胶硅/铝复合气凝胶,三甲基乙氧基硅烷,耐高温,高比表面积
居民饮酒行为	辽宁省七地区居民饮酒现状及与慢性病关系研究饮酒,高血压,Logistic模型	北京市海淀区居民饮酒行为流行病学调查居民,饮酒行为,流行病学调查
本杰明巴顿奇事	"""奇事""背后的生死与永恒——浅析美国电影《本杰明·巴顿奇事》《本杰明·巴顿奇事》,大卫·芬奇,生与死,电影视觉语言"	如何讲好一个爱情故事——以影片《本杰明·巴顿奇事》为例分析《本杰明·巴顿奇事》,影像,叙事结构,叙事节奏,典型意象
miRNA 纤维化	miRNA-223-3p在冠心病合并心肌纤维化中的变化及临床意义冠心病;心肌纤维化;miRNA-223-3p;受试者工作曲线;危险因素	miRNA-33a对马拉松跑导致心肌纤维化的调控作用miRNA-33a,马拉松,心肌纤维化,心脏成纤维细胞
涡流制动	一种紧凑型电磁涡流制动装置设计结构紧凑,电磁涡流制动装置,结构设计	基于电磁场形态调整的涡流制动效能分析列车制动,磁悬浮,线性涡流制动,脉冲电流
气体开关	100 kV 重频气体开关初步研究及应用气体开关,重复频率,Marx 发生器,多脉冲	喷射等离子体触发气体开关导通特性喷射等离子体,气体开关,间隙距离,工作系数范围,导通特性
炼化行业市场	中国石化产业发展分析与思考石化产业,市场消费峰值,多元化竞争,化工市场	油气行业上游公司应对长期低油价挑战的思考油气行业上游,低油价,降本增效,转型升级
多糖 DSC	两种水溶性大豆多糖的热性质分析水溶性大豆多糖,热重,差示扫描量热法	沙蒿子多糖的阳离子化改性研究沙蒿子多糖,阳离子化,冷水溶解性,透光率
我国服装企业国际化	我国运动装市场现状及发展前景分析运动装,市场现状,发展前景	国际冰雪专利技术领域的竞争情报分析冰雪,专利技术,竞争情报,专利权人,计量分析,知识图谱,可视化
农业现状	我国智慧农业的发展现状、路径与对策建议智慧农业;信息化;农业全产业链;发展现状;战略路径	贵州贵阳国家农业科技园区的发展现状及建议国家级;农业科技园区;发展现状;贵阳;贵州
中美新能源贸易问题研究	中美新能源产业贸易摩擦问题探究-以太阳能光伏电池双反案为例中美,新能源,太阳能光伏电池,双反	中美新能源贸易摩擦问题评析新能源产业,中美贸易摩擦,301调查,问题评析
蜜蜡鉴定	蜜蜡的肉眼鉴定研究蜜蜡,珠宝鉴定,塑料仿蜜蜡,肉眼鉴定	基于MALDI-TOF-MS质谱技术对蜂蜜中芽孢杆菌的鉴定与分型基质辅助激光解析-电脑飞行时间质谱,芽孢杆菌,鉴定分析
作者:林华强	扩大乙状窦后入路的显微外科解剖学研究扩大乙状窦后入路,病灶,桥小脑角,尸体解剖	氟哌噻吨美利曲辛联合雷贝拉唑治疗反流性食管炎的临床研究反流性食管炎,氟哌噻吨美利曲辛,抑郁,焦虑
空间目标识别	空间非合作目标航天器太阳帆板识别方法研究非合作目标;位姿测量;太阳帆板;目标检测;特征提取	基于HSV颜色空间的运动目标识别运动目标跟踪,感兴趣区域,图像分类,特征检测,HSV颜色空间
预防胆囊结石并发症的护理	腹腔镜下手术治疗胆囊结石的系统护理干预及应用意义探究腹腔镜手术,胆囊结石,系统护理,应用价值	胆囊结石患者术后并发症的影响因素分析及预警性护理胆囊结石,术后并发症,归因分析,预警性护理
生物质沼气发电	生物质沼气工程发展现状分析生物质沼气,产业规模,应用领域,商业模式,补贴政策,主流技术	我国秸秆资源开发利用综述生物质资源,秸秆资源,开发利用,中国
无线电能传输技术的案例	电力电子实训案例:感应耦合无线电能传输系统电力电子,实训,无线电能传输	基于单片机的无线充电自启动系统设计无线充电,DC-DC转换,MSP430F5529,超级电容,自启动,低功耗
根结线虫 抗病性	香蕉品种对根结线虫病的抗性鉴定抗病虫害育种,香蕉根结线虫,香蕉,抗性鉴定	不同砧木嫁接对黄瓜抗病性及主要经济性状的影响黄瓜,嫁接砧木,抗病性,经济性状
(石油价格) Date:2019-2021	1986年石油价格战及其对当前市场的启示1986年价格战,石油减产,沙特阿拉伯,欧佩克,减产协议	"浅析石油价格下跌对我国复合肥行业的影响复合肥,石油价格,原料成本,流通成本,市场需求
"
诈骗罪 处分意识	偷换商户支付二维码侵犯商户应收款的犯罪定性偷换二维码,扫码付款,诈骗罪,盗窃罪,侵占罪	诈骗罪之处分行为研究诈骗罪,处分行为,处分意识
耕深控制	微耕机耕深辅助控制系统的设计和试验研究微耕机,耕深,稳定性,辅助控制	基于角度检测的拖拉机悬挂耕深电液监控系统研究拖拉机;电控液压系统;监控;耕深稳定性;倾角传感器
供给侧改革	供给侧结构性改革——适应和引领中国经济新常态供给侧结构性改革,经济新常态,五大政策支柱,“加减乘除”混合运算	论供给侧改革的理论依据和政策选择总供给,总需求,科学技术,人力资本,产业结构
公共图书馆政府信息服务	公共图书馆服务特殊群体的创新路径研究公共图书馆;特殊群体;有效举措;多元化服务	从个人信息世界概念看数字鸿沟及图书馆的作用数字鸿沟,数字包容,信息社会,数字技术,《2030年可持续发展议程》,图书馆,公共图书馆,国际图联
AUV发展现状	智能无人潜水器技术发展研究深海探测,智能无人潜水器,发展趋势,关键技术,基础研究	智能无人潜水器技术发展研究深海探测,智能无人潜水器,发展趋势,关键技术,基础研究
水流 土体塌陷	江西莲花县城区岩溶塌陷发育条件及成因分析岩溶塌陷,发育条件,成因分析,地下水动态变化,莲花县城区	探讨绕坝渗漏原因及措施绕渗,渗流通道,措施
基因编辑概述	基因组编辑技术的研究进展基因组编辑,ZFN,TALEN,CRISPR/Cas	除草剂抗性农作物育种研究进展杂草,除草剂抗性,作物育种,基因编辑,CRISPR/Cas9
((waxd) 关键词:waxd ) 关键词:waxd	聚己内酯在有机/无机杂化体系中的受限结晶行为PCL/SiO2杂化,DSC,WAXD,PCL受限结晶行为	不同PAN-CF的微晶及孔结构对比聚丙烯腈基炭纤维,WAXD,SAXS,微晶,孔
题名:同课异构教师专业发展	同课异构--教师专业发展的一种有效途径同课异构,教学研讨,交流互动,专业素养	"从""同课异构""课中寻找英语教师专业发展的基点 ——在""英华基金""靖远县农村英语教师教学能力提升研讨会上的点评和体会同课异构,英语教师,专业发展"
高速开关阀	多电压复合驱动的高速开关阀性能研究高速开关阀,多电压复合驱动,预加载,动态特性	高速开关阀在汽车EHB系统中的高频PWM控制研究EHB系统,高速开关阀,高频PWM波,比例功能
师幼关系	幼儿园师幼关系类型分布及其与幼儿因素的关系师幼关系,类型分布,幼儿园	如何建立良好的师幼关系师幼关系,个体,交流自主,开放
教育制度创新	高等职业教育学分银行制度建设的路径创新——基于制度变迁理论的视域高等职业教育;学分银行;制度建设;制度变迁;强制性变迁;诱致性变迁	制度自信教育的逻辑、内涵与理论创新制度自信教育;生成逻辑;内涵意蕴;理论创新
美欧联盟	美国印太联盟的网络化:结构—关系的视角联盟网络;印太联盟;印太战略;地缘政治;战略竞争	美欧俄网络安全战略与政策发展趋势研究网络安全;战略;政策
不定积分计算	对不定积分计算方法的思考不定积分计算,困难,分析,常用方法	不定积分计算方法及教法探讨不定积分,计算,教法
((建筑) 题名:建筑 ) 关键词:建筑	建筑节能外墙保温材料防火性能研究建筑节能,外墙保温系统,防火性能	国有建筑企业成熟人才引进与管理浅议国有建筑企业,人才引进,用工改革,管理措施
晚礼服	晚礼服的设计与工艺探究晚礼服,设计,结构,面料,工艺	蝴蝶结在女性晚礼服设计中的应用蝴蝶结,晚礼服,设计,应用
物权变动	论我国的物权变动模式物权变动,法律行为,公示,债权形式主义	论合同无效或被撤销后的拒绝返还抗辩权——基于《民法典》第157条与第525条的解释论合同无效,返还财产,利益失衡,拒绝返还抗辩权
